Unnamed: 0,statement,label,city,country,correct_country,twoshot_prompt
79,The city of Chaozhou is in South Korea.,0,Chaozhou,South Korea,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Chaozhou is in South Korea. This statement is:"
1210,The city of Abu Dhabi is in the United Arab Emirates.,1,Abu Dhabi,the United Arab Emirates,the United Arab Emirates,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Abu Dhabi is in the United Arab Emirates. This statement is:"
333,The city of Balikpapan is not in Japan.,1,Balikpapan,Japan,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Balikpapan is not in Japan. This statement is:"
304,The city of Orumiyeh is not in Iran.,0,Orumiyeh,Iran,Iran,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Orumiyeh is not in Iran. This statement is:"
623,The city of Himeji is in the Democratic Republic of the Congo.,0,Himeji,the Democratic Republic of the Congo,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Himeji is in the Democratic Republic of the Congo. This statement is:"
889,The city of Yangquan is in Hungary.,0,Yangquan,Hungary,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yangquan is in Hungary. This statement is:"
1494,The city of Tangerang is in Indonesia.,1,Tangerang,Indonesia,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tangerang is in Indonesia. This statement is:"
269,The city of Al Fayyum is not in Chile.,1,Al Fayyum,Chile,Egypt,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Al Fayyum is not in Chile. This statement is:"
1335,The city of Coimbatore is in Malaysia.,0,Coimbatore,Malaysia,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Coimbatore is in Malaysia. This statement is:"
1088,The city of Curitiba is in Brazil.,1,Curitiba,Brazil,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Curitiba is in Brazil. This statement is:"
1407,The city of Huainan is not in Egypt.,1,Huainan,Egypt,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Huainan is not in Egypt. This statement is:"
1400,The city of Xingtai is in China.,1,Xingtai,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Xingtai is in China. This statement is:"
1226,The city of Jambi City is not in Indonesia.,0,Jambi City,Indonesia,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jambi City is not in Indonesia. This statement is:"
1453,The city of Maiduguri is in China.,0,Maiduguri,China,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Maiduguri is in China. This statement is:"
69,The city of Borivli is in Ukraine.,0,Borivli,Ukraine,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Borivli is in Ukraine. This statement is:"
142,The city of Qom is not in Iran.,0,Qom,Iran,Iran,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Qom is not in Iran. This statement is:"
755,The city of Kobe is not in China.,1,Kobe,China,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kobe is not in China. This statement is:"
390,The city of New Kingston is in Jamaica.,1,New Kingston,Jamaica,Jamaica,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of New Kingston is in Jamaica. This statement is:"
837,The city of Rangpur is in Russia.,0,Rangpur,Russia,Bangladesh,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Rangpur is in Russia. This statement is:"
748,The city of Kitakyushu is not in Japan.,0,Kitakyushu,Japan,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kitakyushu is not in Japan. This statement is:"
696,The city of San Miguel de Tucuman is not in Argentina.,0,San Miguel de Tucuman,Argentina,Argentina,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of San Miguel de Tucuman is not in Argentina. This statement is:"
161,The city of Novokuznetsk is in China.,0,Novokuznetsk,China,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Novokuznetsk is in China. This statement is:"
1321,The city of Ouagadougou is not in China.,1,Ouagadougou,China,Burkina Faso,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ouagadougou is not in China. This statement is:"
615,The city of Penza is in China.,0,Penza,China,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Penza is in China. This statement is:"
493,The city of New South Memphis is not in China.,1,New South Memphis,China,the United States,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of New South Memphis is not in China. This statement is:"
1121,The city of Jiujiang is in Indonesia.,0,Jiujiang,Indonesia,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jiujiang is in Indonesia. This statement is:"
443,The city of Tolyatti is in Ghana.,0,Tolyatti,Ghana,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tolyatti is in Ghana. This statement is:"
1067,The city of Port Harcourt is in Eritrea.,0,Port Harcourt,Eritrea,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Port Harcourt is in Eritrea. This statement is:"
1099,The city of Da Nang is not in China.,1,Da Nang,China,Vietnam,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Da Nang is not in China. This statement is:"
268,The city of Al Fayyum is in Egypt.,1,Al Fayyum,Egypt,Egypt,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Al Fayyum is in Egypt. This statement is:"
946,The city of Meknes is in Morocco.,1,Meknes,Morocco,Morocco,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Meknes is in Morocco. This statement is:"
505,The city of Cuiaba is not in Latvia.,1,Cuiaba,Latvia,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Cuiaba is not in Latvia. This statement is:"
1490,The city of Kirkuk is not in Iraq.,0,Kirkuk,Iraq,Iraq,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kirkuk is not in Iraq. This statement is:"
951,The city of Kalyan is not in South Korea.,1,Kalyan,South Korea,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kalyan is not in South Korea. This statement is:"
1090,The city of Rio de Janeiro is in Brazil.,1,Rio de Janeiro,Brazil,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Rio de Janeiro is in Brazil. This statement is:"
1267,The city of Muzaffarabad is in China.,0,Muzaffarabad,China,Pakistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Muzaffarabad is in China. This statement is:"
7,The city of Baku is in Ukraine.,0,Baku,Ukraine,Azerbaijan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Baku is in Ukraine. This statement is:"
799,The city of Shanghai is in Mexico.,0,Shanghai,Mexico,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Shanghai is in Mexico. This statement is:"
254,The city of Daegu is not in South Korea.,0,Daegu,South Korea,South Korea,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Daegu is not in South Korea. This statement is:"
1260,The city of Klang is in Malaysia.,1,Klang,Malaysia,Malaysia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Klang is in Malaysia. This statement is:"
400,The city of Zaporizhzhya is in Ukraine.,1,Zaporizhzhya,Ukraine,Ukraine,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zaporizhzhya is in Ukraine. This statement is:"
1442,The city of Ha'il is not in Saudi Arabia.,0,Ha'il,Saudi Arabia,Saudi Arabia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ha'il is not in Saudi Arabia. This statement is:"
1087,The city of Uberlandia is in India.,0,Uberlandia,India,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Uberlandia is in India. This statement is:"
1494,The city of Tangerang is not in Indonesia.,0,Tangerang,Indonesia,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tangerang is not in Indonesia. This statement is:"
231,The city of Yiwu is not in India.,1,Yiwu,India,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yiwu is not in India. This statement is:"
52,The city of Serang is not in Indonesia.,0,Serang,Indonesia,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Serang is not in Indonesia. This statement is:"
439,The city of Al Basrah al Qadimah is in China.,0,Al Basrah al Qadimah,China,Iraq,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Al Basrah al Qadimah is in China. This statement is:"
1354,The city of Xianning is in China.,1,Xianning,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Xianning is in China. This statement is:"
1456,The city of Kathmandu is in Nepal.,1,Kathmandu,Nepal,Nepal,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kathmandu is in Nepal. This statement is:"
859,The city of Banjarmasin is not in South Korea.,1,Banjarmasin,South Korea,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Banjarmasin is not in South Korea. This statement is:"
801,The city of Jieyang is in the Philippines.,0,Jieyang,the Philippines,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jieyang is in the Philippines. This statement is:"
1123,The city of Jiaozuo is not in Bangladesh.,1,Jiaozuo,Bangladesh,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jiaozuo is not in Bangladesh. This statement is:"
770,The city of Chennai is in India.,1,Chennai,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Chennai is in India. This statement is:"
56,The city of Marrakesh is not in Morocco.,0,Marrakesh,Morocco,Morocco,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Marrakesh is not in Morocco. This statement is:"
1370,The city of Bien Hoa is in Vietnam.,1,Bien Hoa,Vietnam,Vietnam,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bien Hoa is in Vietnam. This statement is:"
623,The city of Himeji is not in the Democratic Republic of the Congo.,1,Himeji,the Democratic Republic of the Congo,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Himeji is not in the Democratic Republic of the Congo. This statement is:"
1471,The city of Weinan is in Colombia.,0,Weinan,Colombia,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Weinan is in Colombia. This statement is:"
1264,The city of Bishkek is not in Kyrgyzstan.,0,Bishkek,Kyrgyzstan,Kyrgyzstan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bishkek is not in Kyrgyzstan. This statement is:"
323,The city of Agadir is in Bangladesh.,0,Agadir,Bangladesh,Morocco,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Agadir is in Bangladesh. This statement is:"
892,The city of Foshan is not in China.,0,Foshan,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Foshan is not in China. This statement is:"
1100,The city of Tomsk is not in Russia.,0,Tomsk,Russia,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tomsk is not in Russia. This statement is:"
862,The city of Adana is not in Turkey.,0,Adana,Turkey,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Adana is not in Turkey. This statement is:"
96,The city of Boumerdes is in Algeria.,1,Boumerdes,Algeria,Algeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Boumerdes is in Algeria. This statement is:"
596,The city of Zibo is in China.,1,Zibo,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zibo is in China. This statement is:"
1469,The city of Xinyang is not in Japan.,1,Xinyang,Japan,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Xinyang is not in Japan. This statement is:"
831,The city of Dongying is not in India.,1,Dongying,India,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dongying is not in India. This statement is:"
1096,The city of Samarkand is in Uzbekistan.,1,Samarkand,Uzbekistan,Uzbekistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Samarkand is in Uzbekistan. This statement is:"
652,The city of Yangjiang is in China.,1,Yangjiang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yangjiang is in China. This statement is:"
351,The city of Zhangye is in Venezuela.,0,Zhangye,Venezuela,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhangye is in Venezuela. This statement is:"
209,The city of Callao is in Myanmar.,0,Callao,Myanmar,Peru,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Callao is in Myanmar. This statement is:"
441,The city of Krakow is in South Korea.,0,Krakow,South Korea,Poland,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Krakow is in South Korea. This statement is:"
627,The city of Seoul is in Nicaragua.,0,Seoul,Nicaragua,South Korea,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Seoul is in Nicaragua. This statement is:"
833,The city of Fushun is not in Mexico.,1,Fushun,Mexico,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Fushun is not in Mexico. This statement is:"
921,The city of Kallakurichi is in Iraq.,0,Kallakurichi,Iraq,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kallakurichi is in Iraq. This statement is:"
1171,The city of Bhiwandi is not in China.,1,Bhiwandi,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bhiwandi is not in China. This statement is:"
63,The city of Thane is not in China.,1,Thane,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Thane is not in China. This statement is:"
1092,The city of Ribeirao Preto is in Brazil.,1,Ribeirao Preto,Brazil,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ribeirao Preto is in Brazil. This statement is:"
238,The city of Kinshasa is in the Democratic Republic of the Congo.,1,Kinshasa,the Democratic Republic of the Congo,the Democratic Republic of the Congo,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kinshasa is in the Democratic Republic of the Congo. This statement is:"
321,The city of Kakamega is not in Russia.,1,Kakamega,Russia,Kenya,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kakamega is not in Russia. This statement is:"
528,The city of Bursa is not in Turkey.,0,Bursa,Turkey,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bursa is not in Turkey. This statement is:"
115,The city of Linyi is in Iraq.,0,Linyi,Iraq,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Linyi is in Iraq. This statement is:"
1337,The city of Chandigarh is not in China.,1,Chandigarh,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Chandigarh is not in China. This statement is:"
198,The city of Mukalla is not in Yemen.,0,Mukalla,Yemen,Yemen,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mukalla is not in Yemen. This statement is:"
982,The city of Huzhou is not in China.,0,Huzhou,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Huzhou is not in China. This statement is:"
1451,The city of Kuantan is not in India.,1,Kuantan,India,Malaysia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kuantan is not in India. This statement is:"
369,The city of Hegang is in Russia.,0,Hegang,Russia,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Hegang is in Russia. This statement is:"
496,The city of Kisangani is not in the Democratic Republic of the Congo.,0,Kisangani,the Democratic Republic of the Congo,the Democratic Republic of the Congo,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kisangani is not in the Democratic Republic of the Congo. This statement is:"
1286,The city of Asuncion is not in Paraguay.,0,Asuncion,Paraguay,Paraguay,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Asuncion is not in Paraguay. This statement is:"
1195,The city of Bikaner is not in South Korea.,1,Bikaner,South Korea,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bikaner is not in South Korea. This statement is:"
23,The city of Huaihua is in South Africa.,0,Huaihua,South Africa,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Huaihua is in South Africa. This statement is:"
351,The city of Zhangye is not in Venezuela.,1,Zhangye,Venezuela,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhangye is not in Venezuela. This statement is:"
1212,The city of Sao Paulo is not in Brazil.,0,Sao Paulo,Brazil,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sao Paulo is not in Brazil. This statement is:"
1193,The city of Buraydah is not in Rwanda.,1,Buraydah,Rwanda,Saudi Arabia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Buraydah is not in Rwanda. This statement is:"
965,The city of Lome is in Yemen.,0,Lome,Yemen,Togo,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Lome is in Yemen. This statement is:"
309,The city of Xuchang is not in Japan.,1,Xuchang,Japan,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Xuchang is not in Japan. This statement is:"
644,The city of Wanzhou is not in China.,0,Wanzhou,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Wanzhou is not in China. This statement is:"
97,The city of Boumerdes is not in Iran.,1,Boumerdes,Iran,Algeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Boumerdes is not in Iran. This statement is:"
82,The city of Bucaramanga is in Colombia.,1,Bucaramanga,Colombia,Colombia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bucaramanga is in Colombia. This statement is:"
1185,The city of Leon de los Aldama is not in China.,1,Leon de los Aldama,China,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Leon de los Aldama is not in China. This statement is:"
628,The city of Meerut is not in India.,0,Meerut,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Meerut is not in India. This statement is:"
1443,The city of Ha'il is not in China.,1,Ha'il,China,Saudi Arabia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ha'il is not in China. This statement is:"
714,The city of Beirut is not in Lebanon.,0,Beirut,Lebanon,Lebanon,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Beirut is not in Lebanon. This statement is:"
1475,The city of Shijiazhuang is in Uzbekistan.,0,Shijiazhuang,Uzbekistan,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Shijiazhuang is in Uzbekistan. This statement is:"
278,The city of Accra is in Ghana.,1,Accra,Ghana,Ghana,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Accra is in Ghana. This statement is:"
1073,The city of Madurai is not in Burundi.,1,Madurai,Burundi,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Madurai is not in Burundi. This statement is:"
490,The city of Albuquerque is in the United States.,1,Albuquerque,the United States,the United States,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Albuquerque is in the United States. This statement is:"
1278,The city of Yekaterinburg is not in Russia.,0,Yekaterinburg,Russia,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yekaterinburg is not in Russia. This statement is:"
1250,The city of Guigang is in China.,1,Guigang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guigang is in China. This statement is:"
883,The city of Battagram is not in Tanzania.,1,Battagram,Tanzania,Pakistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Battagram is not in Tanzania. This statement is:"
745,The city of Lviv is not in China.,1,Lviv,China,Ukraine,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Lviv is not in China. This statement is:"
894,The city of Sharjah is in the United Arab Emirates.,1,Sharjah,the United Arab Emirates,the United Arab Emirates,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sharjah is in the United Arab Emirates. This statement is:"
388,The city of Bahawalpur is not in Pakistan.,0,Bahawalpur,Pakistan,Pakistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bahawalpur is not in Pakistan. This statement is:"
1082,The city of Milwaukee is in the United States.,1,Milwaukee,the United States,the United States,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Milwaukee is in the United States. This statement is:"
423,The city of Ahmedabad is not in China.,1,Ahmedabad,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ahmedabad is not in China. This statement is:"
1364,The city of San Pedro Sula is not in Honduras.,0,San Pedro Sula,Honduras,Honduras,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of San Pedro Sula is not in Honduras. This statement is:"
1251,The city of Guigang is not in Japan.,1,Guigang,Japan,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guigang is not in Japan. This statement is:"
724,The city of Conakry is not in Guinea.,0,Conakry,Guinea,Guinea,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Conakry is not in Guinea. This statement is:"
225,The city of Tangshan is not in India.,1,Tangshan,India,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tangshan is not in India. This statement is:"
809,The city of Lusaka is in Poland.,0,Lusaka,Poland,Zambia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Lusaka is in Poland. This statement is:"
637,The city of Aleppo is in China.,0,Aleppo,China,Syria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Aleppo is in China. This statement is:"
1313,The city of Daqing is in Brazil.,0,Daqing,Brazil,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Daqing is in Brazil. This statement is:"
1060,The city of Dakar is not in Senegal.,0,Dakar,Senegal,Senegal,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dakar is not in Senegal. This statement is:"
980,The city of Puning is in China.,1,Puning,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Puning is in China. This statement is:"
1458,The city of Las Pinas is not in the Philippines.,0,Las Pinas,the Philippines,the Philippines,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Las Pinas is not in the Philippines. This statement is:"
1314,The city of Brasilia is not in Brazil.,0,Brasilia,Brazil,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Brasilia is not in Brazil. This statement is:"
865,The city of Voronezh is not in Romania.,1,Voronezh,Romania,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Voronezh is not in Romania. This statement is:"
1398,The city of Shangrao is not in China.,0,Shangrao,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Shangrao is not in China. This statement is:"
399,The city of Kemerovo is in India.,0,Kemerovo,India,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kemerovo is in India. This statement is:"
863,The city of Adana is not in Togo.,1,Adana,Togo,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Adana is not in Togo. This statement is:"
175,The city of Shaoxing is not in the Philippines.,1,Shaoxing,the Philippines,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Shaoxing is not in the Philippines. This statement is:"
721,The city of Cancun is not in Myanmar.,1,Cancun,Myanmar,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Cancun is not in Myanmar. This statement is:"
1120,The city of Jiujiang is not in China.,0,Jiujiang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jiujiang is not in China. This statement is:"
202,The city of Sevastopol is in Ukraine.,1,Sevastopol,Ukraine,Ukraine,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sevastopol is in Ukraine. This statement is:"
1070,The city of Thiruvananthapuram is not in India.,0,Thiruvananthapuram,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Thiruvananthapuram is not in India. This statement is:"
736,The city of Bahcelievler is not in Turkey.,0,Bahcelievler,Turkey,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bahcelievler is not in Turkey. This statement is:"
1378,The city of Tangier is not in Morocco.,0,Tangier,Morocco,Morocco,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tangier is not in Morocco. This statement is:"
210,The city of Cebu City is in the Philippines.,1,Cebu City,the Philippines,the Philippines,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Cebu City is in the Philippines. This statement is:"
508,The city of Nanjing is in China.,1,Nanjing,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nanjing is in China. This statement is:"
